@relation trainingSet

@attribute 159 numeric
@attribute 160 numeric
@attribute 161 numeric
@attribute 162 numeric
@attribute 163 numeric
@attribute 164 numeric
@attribute 165 numeric
@attribute 166 numeric
@attribute 167 numeric
@attribute 168 numeric
@attribute 169 numeric
@attribute 170 numeric
@attribute 171 numeric
@attribute 172 numeric

@data
0.11541,-1,115.239924,13.246789,60.341172,41.689492,0,0,0,0,0,0,0,0
0.136708,-1,118.893644,12.946049,62.726201,39.866832,0,0,0,0,1013.256692,80.108395,337.827152,313.651172
0.111284,-1,128.802074,3.507733,62.513438,50.277687,0,0,0,0,319.379583,78.465647,215.797554,104.416857
0.140691,-1,32.50112,3.285523,21.492006,9.458055,0,0,0,0,0,0,0,0
0.133647,-1,79.33625,14.924434,36.513202,24.34372,0,0,0,0,307.784544,124.05358,180.935882,75.127108
0.138549,-1,111.501136,11.235635,62.03673,38.490679,0,0,0,0,975.80316,66.442489,393.825731,408.937887
0.120537,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.138872,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.128942,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.143031,-1,104.972002,13.355534,54.616297,35.780978,0,0,0,0,0,0,0,0
0.124132,-1,109.505272,19.151663,67.617869,35.700439,0,0,0,0,0,0,0,0
0.131625,-1,103.771709,11.453336,53.152987,35.767591,0,0,0,0,0,0,0,0
0.13174,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.134784,-1,112.452747,13.298507,60.939181,38.616098,0,0,0,0,0,0,0,0
0.125214,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.124132,-1,67.20833,6.279983,29.9697,21.551428,0,0,0,0,0,0,0,0
0.142746,-1,1658.269078,0.897525,286.723295,561.613172,0,0,0,0,0,0,0,0
0.138836,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.140379,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.144115,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.126426,-1,103.705921,9.635025,53.253577,36.035619,0,0,0,0,0,0,0,0
0.133386,-1,97.852219,16.613299,59.355265,31.613614,0,0,0,0,1322.27762,86.289444,388.077888,471.342251
0.138495,-1,-1,-1,-1,-1,0,0,0,0,2447.097968,84.162686,682.997737,861.847215
0.140801,-1,86.77243,3.462248,35.960383,28.907623,0,0,0,0,0,0,0,0
0.1367,-1,110.673682,11.511459,61.471964,38.664246,0,0,0,0,1317.351309,79.275514,498.23069,526.603488
0.138838,-1,109.555528,12.366979,58.588581,40.146828,0,0,0,0,1724.265569,121.436729,764.523923,688.632317
0.14301,-1,104.253589,3.569476,54.292991,37.42065,0,0,0,0,0,0,0,0
0.126799,-1,117.190683,19.206361,64.566202,37.051808,0,0,0,0,0,0,0,0
0.139501,-1,112.380691,19.1877,64.701393,35.42915,0,0,0,0,0,0,0,0
0.136185,-1,-1,-1,-1,-1,0,0,0,0,1919.917308,125.540622,671.246081,712.585998
0.127957,-1,110.43552,11.7601,60.167603,38.691906,0,0,0,0,1862.01576,79.044268,467.33508,629.785592
0.118191,-1,105.803855,12.614417,51.517675,37.473097,0,0,0,0,364.428961,86.002871,233.175081,111.19975
0.12364,-1,127.128554,13.530672,61.80533,43.78658,0,0,0,0,0,0,0,0
0.134792,-1,128.855064,6.150412,59.725158,44.894524,0,0,0,0,1092.697367,111.85539,356.752416,373.700979
0.130944,-1,113.539839,14.676851,68.503058,37.573024,0,0,0,0,0,0,0,0
0.137983,-1,102.953717,5.372844,55.222732,36.845808,0,0,0,0,0,0,0,0
0.144564,-1,2.807834,1.00752,1.672563,0.582062,0,0,0,0,0,0,0,0
0.141498,-1,112.528314,31.621819,71.658241,32.679991,0,0,0,0,0,0,0,0
0.134473,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.143222,-1,117.011351,19.460792,73.23579,33.981702,0,0,0,0,0,0,0,0
0.135427,-1,110.969319,13.455985,61.270305,38.236214,0,0,0,0,857.767748,74.144642,232.635285,283.417697
0.127957,-1,50.76589,8.091139,24.655612,18.038498,0,0,0,0,1862.01576,79.044268,467.33508,629.785592
0.129662,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.135492,-1,109.197187,18.970149,60.707786,37.460259,0,0,0,0,0,0,0,0
0.141515,-1,114.655913,19.240697,68.963238,36.757875,0,0,0,0,0,0,0,0
0.128942,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.140158,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.139076,-1,113.838488,19.218543,64.336063,36.355941,0,0,0,0,0,0,0,0
0.134416,-1,120.084575,12.848451,62.747755,40.02341,0,0,0,0,0,0,0,0
0.130076,-1,189.975149,17.456262,72.052942,56.672511,0,0,0,0,0,0,0,0
0.134413,-1,118.907244,19.563591,70.897085,33.84171,0,0,0,0,0,0,0,0
0.136561,-1,57.56583,5.177791,32.380785,18.762303,0,0,0,0,0,0,0,0
0.123922,-1,110.919483,18.999199,61.304172,37.473455,0,0,0,0,0,0,0,0
0.129662,-1,106.826813,16.010678,59.634181,36.291912,0,0,0,0,0,0,0,0
0.142019,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.140908,-1,-1,-1,-1,-1,0,0,0,0,315.341335,63.745706,195.861274,105.806124
0.137079,-1,73.77715,6.518838,30.998323,23.508066,0,0,0,0,0,0,0,0
0.140873,-1,114.50933,13.619722,68.207059,37.922365,0,0,0,0,322.194094,70.04825,173.007582,108.147678
0.135487,-1,113.738092,14.511229,64.999665,39.825046,0,0,0,0,0,0,0,0
0.13678,-1,113.230135,19.203797,64.519708,35.752895,0,0,0,0,1570.327585,65.008281,569.57435,616.025146
0.136976,-1,32.974352,5.246896,18.474354,10.942568,0,0,0,0,0,0,0,0
0.143222,-1,114.306221,19.261101,68.891393,36.758874,0,0,0,0,0,0,0,0
0.134325,-1,123.253547,12.845686,67.849718,41.391651,0,0,0,0,286.308942,47.062426,140.139697,93.48015
0.13609,-1,86.380946,63.974791,78.722611,7.241658,0,0,0,0,0,0,0,0
0.140695,-1,112.340284,10.337074,65.452107,39.742986,0,0,0,0,0,0,0,0
0.137079,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.138203,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.137907,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.137295,-1,115.112341,19.193163,63.500789,37.562238,0,0,0,0,0,0,0,0
0.135792,-1,108.969038,12.564023,61.582164,37.817645,0,0,0,0,0,0,0,0
0.138311,-1,-1,-1,-1,-1,0,0,0,0,338.799036,62.440225,170.125731,96.542599
0.125501,-1,107.869793,18.897484,65.077811,36.838861,0,0,0,0,0,0,0,0
0.136948,-1,115.405658,12.272668,57.548122,39.194059,0,0,0,0,0,0,0,0
0.137547,-1,108.880979,18.955409,61.25796,36.687254,0,0,0,0,1904.367229,82.852735,676.340114,667.073601
0.136976,-1,32.974352,5.246896,18.442369,10.236185,0,0,0,0,0,0,0,0
0.138519,-1,123.082084,19.962291,73.54047,34.026186,0,0,0,0,0,0,0,0
0.140908,-1,109.132386,12.075126,66.763966,37.017338,0,0,0,0,316.1678,66.041669,171.165727,106.576122
0.142254,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.136095,-1,109.260143,12.632198,53.983121,36.911382,0,0,0,0,0,0,0,0
0.13539,-1,-1,-1,-1,-1,0,0,0,0,279.926841,160.849063,200.764116,47.49657
0.141365,-1,109.303994,11.404464,61.073343,38.214038,0,0,0,0,0,0,0,0
0.131555,-1,105.383347,19.229706,61.498282,34.228786,0,0,0,0,0,0,0,0
0.140732,-1,111.048609,12.547014,61.415607,38.314658,0,0,0,0,0,0,0,0
0.133572,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.142317,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.134125,-1,107.145786,18.324874,64.51723,37.183291,0,0,0,0,0,0,0,0
0.129102,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.134511,-1,65.009449,4.313368,29.66237,20.387131,0,0,0,0,0,0,0,0
0.134335,-1,102.459055,18.290003,63.735747,34.382888,0,0,0,0,456.551244,66.393215,187.520046,145.550759
0.13343,-1,-1,-1,-1,-1,0,0,0,0,431.657225,107.202877,205.356121,131.41898
0.124132,-1,67.20833,6.279983,29.9697,21.551428,0,0,0,0,0,0,0,0
0.111284,-1,128.802074,3.507733,62.513438,50.277687,0,0,0,0,319.379583,78.465647,215.797554,104.416857
0.14102,-1,451.562724,3.579654,118.099224,151.341532,0,0,0,0,0,0,0,0
0.136039,-1,117.544673,13.126397,65.957654,40.960276,0,0,0,0,274.67841,129.202871,183.841893,55.257236
0.13646,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.138693,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.130798,-1,35.53575,6.591044,20.697529,12.176545,0,0,0,0,0,0,0,0
0.13688,-1,-1,-1,-1,-1,0,0,0,0,445.020458,50.108324,182.750308,136.483602
0.133599,-1,-1,-1,-1,-1,0,0,0,0,347.341822,112.04118,199.043993,81.852684
0.135679,-1,101.62559,18.184738,70.7823,31.754435,0,0,0,0,0,0,0,0
0.140741,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.138872,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.130781,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.141489,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.139357,-1,99.017023,14.927547,53.596243,32.24423,0,0,0,0,0,0,0,0
0.137714,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.137063,-1,117.971183,11.627272,68.523205,38.969484,0,0,0,0,0,0,0,0
0.141885,-1,113.692647,30.468702,77.19262,32.845457,0,0,0,0,0,0,0,0
0.110668,-1,114.736334,13.403538,56.350151,37.956549,0,0,0,0,0,0,0,0
0.131493,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.140688,-1,18.565627,3.507733,9.181661,4.933053,0,0,0,0,441.710737,86.134666,229.597924,149.774505
0.135472,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.135127,-1,114.127429,13.453672,56.669106,38.80595,0,0,0,0,2990.545871,97.83274,792.615615,1104.711193
0.128942,-1,110.359582,12.113199,59.740147,38.253716,0,0,0,0,0,0,0,0
0.137907,-1,116.13561,19.414254,71.837422,33.575749,0,0,0,0,0,0,0,0
0.110057,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.136562,-1,97.13762,2.584937,56.998394,29.805757,0,0,0,0,0,0,0,0
0.13933,-1,109.304481,18.763369,60.452056,37.661475,0,0,0,0,1813.796992,70.780565,647.099897,676.977258
0.134399,-1,96.993055,2.569303,56.893187,29.749798,0,0,0,0,195.949327,64.931114,123.140382,51.702801
0.134065,-1,112.252159,12.140227,57.383432,38.737916,0,0,0,0,0,0,0,0
0.136879,-1,118.862485,8.128332,61.946285,40.714722,0,0,0,0,2234.812486,102.366266,700.341722,802.166549
0.140099,-1,100.899121,1.574628,49.575058,35.736202,0,0,0,0,0,0,0,0
0.135273,-1,115.362689,19.411886,71.117335,33.370885,0,0,0,0,1211.575042,58.071592,409.169178,386.582733
0.135507,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.137463,-1,113.250719,11.644949,62.021959,39.199263,0,0,0,0,0,0,0,0
0.140997,-1,117.193439,19.500275,74.132161,34.272059,0,0,0,0,0,0,0,0
0.131819,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.112288,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.137743,-1,115.664833,12.056948,62.133207,39.393198,0,0,0,0,1538.344357,88.625694,388.182881,518.011435
0.142746,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.141916,-1,120.031948,12.926862,57.454605,40.070108,0,0,0,0,0,0,0,0
0.142329,-1,133.612435,19.462472,79.406295,39.15682,0,0,0,0,0,0,0,0
0.13272,-1,-1,-1,-1,-1,0,0,0,0,350.452799,106.563639,195.881087,85.3551
0.139995,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.131036,-1,110.076669,18.982418,61.400207,37.080847,0,0,0,0,1370.618978,74.238668,341.881198,461.478702
0.140796,-1,117.116976,19.429827,74.523521,34.630206,0,0,0,0,0,0,0,0
0.126991,-1,112.459155,19.180795,63.863094,36.152558,0,0,0,0,0,0,0,0
0.139447,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.110925,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.137215,-1,-1,-1,-1,-1,0,0,0,0,1402.947813,83.917772,524.831335,563.469178
0.139024,-1,-1,-1,-1,-1,0,0,0,0,3588.117593,64.158258,833.825717,1380.490277
0.126484,-1,111.833349,19.187201,67.520931,36.198253,0,0,0,0,0,0,0,0
0.11854,-1,115.486008,40.316837,85.267937,23.495794,0,0,0,0,0,0,0,0
0.137075,-1,112.934446,19.241014,68.25409,36.619588,0,0,0,0,1493.964585,79.997617,626.791645,588.396141
0.127232,-1,128.802074,26.20964,90.213775,34.381214,0,0,0,0,0,0,0,0
0.130869,-1,116.179199,8.518481,62.229809,40.752783,0,0,0,0,2036.859795,65.685591,453.912879,711.53229
0.132993,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.133083,-1,111.165599,13.560288,61.761732,38.255456,0,0,0,0,0,0,0,0
0.135507,-1,113.726509,12.805357,61.163275,39.094169,0,0,0,0,0,0,0,0
0.143312,-1,113.273618,19.202984,64.55811,36.027103,0,0,0,0,0,0,0,0
0.136433,-1,109.763409,18.857882,61.921955,36.529086,0,0,0,0,1725.527793,67.405409,357.099067,612.107848
0.136885,-1,110.155755,13.461655,58.954486,39.870868,0,0,0,0,269.194615,82.14378,143.070822,73.911006
0.141368,-1,111.290702,13.515064,60.74428,38.561473,0,0,0,0,0,0,0,0
0.139934,-1,113.194134,11.146279,61.500185,39.107429,0,0,0,0,0,0,0,0
0.141039,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.136789,-1,109.631394,12.208203,60.419723,38.17643,0,0,0,0,0,0,0,0
0.136917,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.142104,-1,104.541072,12.98878,46.3739,33.061597,0,0,0,0,212.418018,62.610132,110.191165,54.803532
0.138872,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.117485,-1,111.889718,12.556246,61.995793,38.89105,0,0,0,0,1249.595856,99.927009,345.120682,407.908268
0.129672,-1,117.649123,13.158506,66.103931,40.983547,0,0,0,0,346.343864,128.473124,205.223895,76.121793
0.141449,-1,105.681448,13.365265,61.190313,35.844542,0,0,0,0,0,0,0,0
0.139215,-1,110.366018,13.512223,61.24065,38.119415,0,0,0,0,851.783235,65.692822,317.118934,291.192497
0.141368,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.139029,-1,-1,-1,-1,-1,0,0,0,0,163.435075,53.654865,96.284548,39.701748
0.130554,-1,105.079532,12.459387,54.215315,35.98628,0,0,0,0,1620.607928,87.734616,383.243372,554.466715
0.127076,-1,112.219846,12.797641,57.083315,38.675447,0,0,0,0,0,0,0,0
0.137939,-1,110.740145,11.426223,55.050943,37.340731,0,0,0,0,0,0,0,0
0.142385,-1,111.771962,13.068639,67.45362,37.333299,0,0,0,0,0,0,0,0
0.131153,-1,79.70559,15.056884,36.343175,22.628495,0,0,0,0,305.830469,121.666784,191.771355,66.483248
0.135127,-1,-1,-1,-1,-1,0,0,0,0,2990.545871,97.83274,792.615615,1104.711193
0.13902,-1,86.700075,14.556544,52.463818,24.519252,0,0,0,0,0,0,0,0
0.139964,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.132751,-1,111.502374,1.251631,59.364795,40.759131,0,0,0,0,1343.851957,84.160051,508.84861,477.221057
0.141489,-1,75.949974,1.40514,26.55283,24.632306,0,0,0,0,0,0,0,0
0.133894,-1,109.984499,13.185303,61.573494,38.271021,0,0,0,0,603.858246,86.08462,219.701902,178.449985
0.125119,-1,112.650032,12.342589,63.265499,38.547156,0,0,0,0,0,0,0,0
0.137136,-1,114.711096,12.086608,60.396281,41.91815,0,0,0,0,0,0,0,0
0.138375,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.136561,-1,57.56583,5.177791,32.380785,18.762303,0,0,0,0,0,0,0,0
0.138977,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.139437,-1,105.335309,18.475674,70.871187,31.940056,0,0,0,0,0,0,0,0
0.144564,-1,112.453869,19.189441,65.059135,35.158593,0,0,0,0,0,0,0,0
0.1371,-1,98.231045,17.273847,54.265335,31.873887,0,0,0,0,0,0,0,0
0.129579,-1,113.036576,17.402296,63.555042,37.742087,0,0,0,0,1634.937625,55.901848,601.303107,598.748296
0.133083,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.116134,-1,109.463136,11.796875,60.515895,38.097778,0,0,0,0,0,0,0,0
0.135003,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.142745,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.130117,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.139711,-1,-1,-1,-1,-1,0,0,0,0,376.0847,50.812773,137.623496,121.107161
0.124899,-1,109.502355,10.684756,54.250613,37.99744,0,0,0,0,0,0,0,0
0.139761,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.140621,-1,19.075721,2.569303,12.574401,5.179537,0,0,0,0,318.833573,73.548577,174.593546,105.998084
0.139869,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.137991,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.140196,-1,112.408505,12.841503,55.104058,37.329505,0,0,0,0,1271.392429,68.172568,391.888085,434.454382
0.139618,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.121426,-1,113.354573,17.243252,63.562321,38.27653,0,0,0,0,1171.27515,114.785623,449.654377,421.598267
0.131691,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.135987,-1,113.729799,19.228013,57.06897,36.227574,0,0,0,0,0,0,0,0
0.141946,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.14362,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.141368,-1,111.290702,13.515064,54.512247,37.265374,0,0,0,0,0,0,0,0
0.126818,-1,127.650761,13.640333,57.938514,40.919034,0,0,0,0,461.711815,100.671734,250.808809,121.533777
0.132968,-1,332.380098,9.472809,176.490304,109.847512,0,0,0,0,1799.542378,74.031286,573.856805,620.189459
0.129093,-1,-1,-1,-1,-1,0,0,0,0,2271.990256,69.044994,689.731473,781.579415
0.134188,-1,-1,-1,-1,-1,0,0,0,0,845.110053,71.972233,257.81957,294.780526
0.135579,-1,112.849047,19.201681,64.527379,35.848798,0,0,0,0,673.792992,87.647791,230.562828,201.80793
0.135579,-1,-1,-1,-1,-1,0,0,0,0,673.792992,87.647791,235.623039,220.721758
0.140695,-1,123.983949,19.447444,78.121736,37.647169,0,0,0,0,0,0,0,0
0.1416,-1,-1,-1,-1,-1,0,0,0,0,755.691139,60.712245,260.433641,269.509322
0.140908,-1,114.405806,13.663939,68.196406,37.894355,0,0,0,0,316.030205,62.370635,171.412451,108.287023
0.140196,-1,-1,-1,-1,-1,0,0,0,0,1267.225895,69.897849,408.639289,446.214847
0.13294,-1,88.919218,3.585389,43.96022,27.065779,0,0,0,0,0,0,0,0
0.138872,-1,103.95821,10.881001,53.747937,35.914838,0,0,0,0,0,0,0,0
0.133989,-1,110.480516,12.055218,61.19306,38.406135,0,0,0,0,0,0,0,0
0.133276,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.136776,-1,56.251447,14.412697,36.067864,15.472553,0,0,0,0,0,0,0,0
0.124899,-1,109.502355,10.684756,59.67508,38.331497,0,0,0,0,0,0,0,0
0.142682,-1,109.338633,18.979088,62.102937,36.110711,0,0,0,0,0,0,0,0
0.133902,-1,104.8028,19.189177,58.323295,32.342543,0,0,0,0,2724.970318,68.697814,598.360016,961.659505
0.133083,-1,44.671466,3.367662,22.022787,16.07176,0,0,0,0,0,0,0,0
0.138872,-1,108.472059,10.881001,60.588453,38.160053,0,0,0,0,0,0,0,0
0.139299,-1,90.81187,8.44838,36.497779,31.624391,0,0,0,0,1554.440209,63.655488,556.257123,666.874743
0.109043,-1,-1,-1,-1,-1,0,0,0,0,186.368805,80.859241,143.149288,38.701885
0.126202,-1,79.054167,2.546339,44.831377,31.718546,0,0,0,0,472.322635,67.326759,189.472196,144.180021
0.135778,-1,111.972149,19.178324,75.552147,35.610173,0,0,0,0,492.735155,65.025817,192.898318,174.008936
0.13917,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.111577,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.138007,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.134622,-1,-1,-1,-1,-1,0,0,0,0,983.074558,57.01814,270.555798,322.4372
0.13311,-1,-1,-1,-1,-1,0,0,0,0,1340.68834,49.083299,341.555931,454.414861
0.137041,-1,103.070432,4.50503,54.36307,39.202759,0,0,0,0,1806.944786,66.097268,572.19175,657.689204
0.135645,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.131219,-1,111.920759,14.218031,65.555169,38.691434,0,0,0,0,957.248598,113.23293,364.017733,315.404314
0.126773,-1,108.031939,2.457326,52.517806,38.263408,0,0,0,0,0,0,0,0
0.13785,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.138,-1,-1,-1,-1,-1,0,0,0,0,407.776241,78.791761,212.389155,124.086883
0.136451,-1,99.26831,2.562455,57.467512,30.516683,0,0,0,0,179.76876,64.600256,112.171689,43.678418
0.108808,-1,100.094517,13.727964,46.605006,31.888318,0,0,0,0,493.029854,108.601949,268.731643,141.543659
0.135579,-1,112.573481,19.197754,68.778524,36.488284,0,0,0,0,673.792992,87.647791,235.623039,220.721758
0.140908,-1,114.275159,13.608336,68.164508,37.882081,0,0,0,0,316.1678,66.041669,171.165727,106.576122
0.138677,-1,111.852535,11.863067,61.206455,38.70258,0,0,0,0,0,0,0,0
0.142785,-1,111.030003,13.407698,61.437915,38.266236,0,0,0,0,0,0,0,0
0.13828,-1,239.90851,3.136898,81.399687,81.894643,0,0,0,0,0,0,0,0
0.137952,-1,-1,-1,-1,-1,0,0,0,0,3870.826285,63.397702,820.165345,1371.405565
0.128861,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.125759,-1,-1,-1,-1,-1,0,0,0,0,1082.15338,85.025674,303.807101,351.77927
0.137909,-1,113.532939,12.870201,61.662741,38.928841,0,0,0,0,0,0,0,0
0.131834,-1,70.104672,5.684038,48.355815,20.927989,0,0,0,0,0,0,0,0
0.14254,-1,35.750613,0.438002,11.514139,12.153923,0,0,0,0,0,0,0,0
0.126426,-1,61.975448,5.627455,28.74616,19.677657,0,0,0,0,0,0,0,0
0.138257,-1,223.533621,1.852915,78.473883,70.158302,0,0,0,0,0,0,0,0
0.126615,-1,77.991702,2.44008,44.348385,31.491333,0,0,0,0,484.966837,68.696215,191.967392,149.008342
0.141467,-1,507.845944,3.187224,124.720093,168.308445,0,0,0,0,0,0,0,0
0.140978,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.14221,-1,111.844231,12.844446,61.559887,38.521346,0,0,0,0,0,0,0,0
0.126426,-1,61.975448,5.627455,23.946493,20.176807,0,0,0,0,0,0,0,0
0.129672,-1,80.330173,15.029457,36.95899,22.768681,0,0,0,0,346.343864,128.473124,205.223895,76.121793
0.136359,-1,35.088401,1.476304,22.76186,10.823657,0,0,0,0,2375.790894,93.897639,574.300036,900.974295
0.136098,-1,-1,-1,-1,-1,0,0,0,0,630.983153,64.098049,290.467228,232.120114
0.140527,-1,110.444136,13.254576,55.466021,37.104022,0,0,0,0,0,0,0,0
0.140141,-1,-1,-1,-1,-1,0,0,0,0,1522.953536,87.077111,569.97702,609.667786
0.127148,-1,-1,-1,-1,-1,0,0,0,0,396.41452,63.235244,201.027866,137.43138
0.135919,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.141275,-1,101.586181,6.768541,62.80581,36.121678,0,0,0,0,0,0,0,0
0.137,-1,116.448821,12.721,67.846707,38.344139,0,0,0,0,1640.658076,126.641041,476.159006,584.921081
0.142197,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.14053,-1,111.759552,12.311629,61.314808,38.501457,0,0,0,0,1812.007133,94.85604,564.263094,671.821183
0.136351,-1,114.786799,11.970476,55.83784,38.133546,0,0,0,0,1148.270059,94.857018,305.151097,379.046134
0.137637,-1,-1,-1,-1,-1,0,0,0,0,2011.53363,91.225852,499.71739,690.844546
0.126615,-1,111.527085,12.027486,59.928648,40.505742,0,0,0,0,484.966837,68.696215,191.967392,149.008342
0.129093,-1,112.658562,12.116668,63.259227,38.655871,0,0,0,0,2271.990256,69.044994,689.731473,781.579415
0.141368,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.131055,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.136095,-1,83.851647,3.820812,37.093941,24.316829,0,0,0,0,0,0,0,0
0.137463,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.141365,-1,113.126764,12.155059,61.249825,39.251002,0,0,0,0,0,0,0,0
0.140503,-1,113.918856,12.635686,66.59439,39.964991,0,0,0,0,0,0,0,0
0.141397,-1,114.77381,12.20753,62.26191,39.289627,0,0,0,0,1761.993933,53.084476,540.361117,627.692333
0.136636,-1,-1,-1,-1,-1,0,0,0,0,186.02782,69.985864,119.52552,42.524583
0.131744,-1,112.375413,11.152679,60.776566,39.05462,0,0,0,0,0,0,0,0
0.13243,-1,109.960537,9.594336,66.732825,37.812265,0,0,0,0,0,0,0,0
0.138203,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.144564,-1,112.08176,15.819141,65.546963,39.16339,0,0,0,0,0,0,0,0
0.110057,-1,114.704103,13.390283,60.477744,39.566113,0,0,0,0,0,0,0,0
0.134128,-1,-1,-1,-1,-1,0,0,0,0,3245.711263,121.154774,778.338363,1124.866701
0.142143,-1,105.558266,15.508752,54.84556,35.585378,0,0,0,0,0,0,0,0
0.139697,-1,-1,-1,-1,-1,0,0,0,0,2006.329875,70.280292,782.87535,816.984438
0.136801,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.140503,-1,113.918856,12.635686,62.502631,38.919762,0,0,0,0,0,0,0,0
0.1371,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.134619,-1,112.564039,12.274547,66.65219,39.810859,0,0,0,0,458.777974,80.667543,186.126502,144.266376
0.137511,-1,116.645097,13.162455,62.518902,39.19315,0,0,0,0,0,0,0,0
0.139846,-1,115.663797,14.364228,73.885864,38.4911,0,0,0,0,385.749113,65.965042,161.349999,130.681264
0.137747,-1,89.16354,15.255571,38.525129,26.777156,0,0,0,0,0,0,0,0
0.140346,-1,-1,-1,-1,-1,0,0,0,0,1674.51296,112.285839,580.641396,578.193386
0.140043,-1,104.429184,12.870568,54.074988,35.685517,0,0,0,0,0,0,0,0
0.134326,-1,119.474009,12.204783,62.440972,40.102422,0,0,0,0,642.969122,99.606403,242.648417,187.843016
0.138228,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0
0.114656,-1,115.707431,19.346951,70.905419,36.778032,0,0,0,0,0,0,0,0
0.131267,-1,115.822051,12.260935,67.134685,40.389002,0,0,0,0,467.801111,56.073803,194.240712,142.716212
0.136399,-1,5.620121,0.174589,3.557147,1.707646,0,0,0,0,0,0,0,0
